user_id,timestamp,text,true_topic,sentiment_bias
user_0,2010-04-20,actor performance was superb,movies,0.239056203504527
user_0,2010-01-19,beach sunsets,travel,0.239056203504527
user_0,2010-09-22,airport delays,travel,0.239056203504527
user_0,2010-12-14,training session was tough,sports,0.239056203504527
user_0,2010-06-01,mental health matters,health,0.239056203504527
user_0,2010-06-09,training session was tough,sports,0.239056203504527
user_0,2010-02-23,album release,music,0.239056203504527
user_0,2010-07-03,airport delays,travel,0.239056203504527
user_0,2010-09-03,restaurant had long queues,food,0.239056203504527
user_0,2010-12-07,That plot twist was insane,movies,0.239056203504527
user_0,2010-08-03,playlist on repeat,music,0.239056203504527
user_0,2010-09-23,beach sunsets,travel,0.239056203504527
user_0,2010-10-21,new gadget launch,tech,0.239056203504527
user_0,2010-08-05,airport delays,travel,0.239056203504527
user_0,2010-07-14,Incredible goal today,sports,0.239056203504527
user_0,2010-06-10,beach sunsets,travel,0.239056203504527
user_0,2010-10-16,What a match!,sports,0.239056203504527
user_0,2010-11-28,booking my next trip,travel,0.239056203504527
user_0,2010-01-03,album release,music,0.239056203504527
user_0,2010-01-15,Loved the cinematography,movies,0.239056203504527
user_0,2010-05-08,airport delays,travel,0.239056203504527
user_0,2010-03-07,Incredible goal today,sports,0.239056203504527
user_0,2010-08-03,beach sunsets,travel,0.239056203504527
user_0,2010-07-24,concert vibes,music,0.239056203504527
user_0,2010-12-07,training session was tough,sports,0.239056203504527
user_0,2010-03-07,concert vibes,music,0.239056203504527
user_0,2010-09-13,Loved the cinematography,movies,0.239056203504527
user_0,2010-07-17,album release,music,0.239056203504527
user_0,2010-03-03,Loved the cinematography,movies,0.239056203504527
user_0,2010-09-06,Incredible goal today,sports,0.239056203504527
user_0,2010-08-21,airport delays,travel,0.239056203504527
user_0,2010-06-16,actor performance was superb,movies,0.239056203504527
user_0,2010-05-12,airport delays,travel,0.239056203504527
user_0,2010-04-16,best pizza in town,food,0.239056203504527
user_0,2010-01-28,airport delays,travel,0.239056203504527
user_0,2010-01-26,What a match!,sports,0.239056203504527
user_0,2010-01-09,concert vibes,music,0.239056203504527
user_0,2010-08-26,beach sunsets,travel,0.239056203504527
user_0,2010-01-31,What a match!,sports,0.239056203504527
user_0,2010-05-13,album release,music,0.239056203504527
user_0,2010-03-17,training session was tough,sports,0.239056203504527
user_0,2010-09-03,actor performance was superb,movies,0.239056203504527
user_0,2010-05-04,training session was tough,sports,0.239056203504527
user_0,2010-07-06,new gadget launch,tech,0.239056203504527
user_0,2010-09-04,AI models are advancing,tech,0.239056203504527
user_0,2010-01-24,booking my next trip,travel,0.239056203504527
user_0,2010-10-17,concert vibes,music,0.239056203504527
user_0,2010-02-20,training session was tough,sports,0.239056203504527
user_0,2010-12-05,training session was tough,sports,0.239056203504527
user_0,2010-12-04,training session was tough,sports,0.239056203504527
user_0,2010-10-13,Incredible goal today,sports,0.239056203504527
user_0,2010-11-16,training session was tough,sports,0.239056203504527
user_1,2010-11-19,beach sunsets,travel,0.06882362246047326
user_1,2010-10-01,airport delays,travel,0.06882362246047326
user_1,2010-09-11,AI models are advancing,tech,0.06882362246047326
user_1,2010-07-11,doctor appointment,health,0.06882362246047326
user_1,2010-12-15,bug fixed in release,tech,0.06882362246047326
user_1,2010-12-20,What a match!,sports,0.06882362246047326
user_1,2010-04-08,mental health matters,health,0.06882362246047326
user_1,2010-01-31,election rallies are crowded,politics,0.06882362246047326
user_1,2010-03-05,morning run,health,0.06882362246047326
user_1,2010-09-11,training session was tough,sports,0.06882362246047326
user_1,2010-01-11,training session was tough,sports,0.06882362246047326
user_1,2010-08-16,Incredible goal today,sports,0.06882362246047326
user_1,2010-08-22,election rallies are crowded,politics,0.06882362246047326
user_1,2010-05-26,What a match!,sports,0.06882362246047326
user_1,2010-04-12,mental health matters,health,0.06882362246047326
user_1,2010-01-31,doctor appointment,health,0.06882362246047326
user_1,2010-07-25,training session was tough,sports,0.06882362246047326
user_1,2010-11-12,doctor appointment,health,0.06882362246047326
user_1,2010-06-03,discussing reform,politics,0.06882362246047326
user_1,2010-01-05,Incredible goal today,sports,0.06882362246047326
user_1,2010-11-23,morning run,health,0.06882362246047326
user_1,2010-10-31,morning run,health,0.06882362246047326
user_1,2010-10-25,What a match!,sports,0.06882362246047326
user_1,2010-06-03,AI models are advancing,tech,0.06882362246047326
user_1,2010-02-04,mental health matters,health,0.06882362246047326
user_1,2010-10-22,airport delays,travel,0.06882362246047326
user_1,2010-11-14,What a match!,sports,0.06882362246047326
user_1,2010-09-30,What a match!,sports,0.06882362246047326
user_1,2010-05-23,election rallies are crowded,politics,0.06882362246047326
user_1,2010-12-22,mental health matters,health,0.06882362246047326
user_1,2010-11-04,mental health matters,health,0.06882362246047326
user_1,2010-03-06,mental health matters,health,0.06882362246047326
user_1,2010-06-03,beach sunsets,travel,0.06882362246047326
user_1,2010-07-03,training session was tough,sports,0.06882362246047326
user_1,2010-04-11,mental health matters,health,0.06882362246047326
user_1,2010-10-24,training session was tough,sports,0.06882362246047326
user_1,2010-09-15,airport delays,travel,0.06882362246047326
user_1,2010-11-23,election rallies are crowded,politics,0.06882362246047326
user_1,2010-12-08,bug fixed in release,tech,0.06882362246047326
user_1,2010-03-02,doctor appointment,health,0.06882362246047326
user_1,2010-09-12,morning run,health,0.06882362246047326
user_1,2010-11-07,training session was tough,sports,0.06882362246047326
user_1,2010-02-10,morning run,health,0.06882362246047326
user_1,2010-05-08,doctor appointment,health,0.06882362246047326
user_1,2010-10-16,airport delays,travel,0.06882362246047326
user_1,2010-10-29,policy debate heats up,politics,0.06882362246047326
user_1,2010-02-05,doctor appointment,health,0.06882362246047326
user_1,2010-09-22,AI models are advancing,tech,0.06882362246047326
user_1,2010-10-10,training session was tough,sports,0.06882362246047326
user_1,2010-09-29,mental health matters,health,0.06882362246047326
user_1,2010-04-24,election rallies are crowded,politics,0.06882362246047326
user_1,2010-08-14,policy debate heats up,politics,0.06882362246047326
user_1,2010-08-08,morning run,health,0.06882362246047326
user_1,2010-05-22,new gadget launch,tech,0.06882362246047326
user_1,2010-10-01,Incredible goal today,sports,0.06882362246047326
user_1,2010-03-02,booking my next trip,travel,0.06882362246047326
user_1,2010-06-23,doctor appointment,health,0.06882362246047326
user_1,2010-04-22,mental health matters,health,0.06882362246047326
user_2,2010-07-15,best pizza in town,food,-0.1557610517148746
user_2,2010-07-30,Incredible goal today,sports,-0.1557610517148746
user_2,2010-02-07,restaurant had long queues,food,-0.1557610517148746
user_2,2010-01-04,What a match!,sports,-0.1557610517148746
user_2,2010-08-05,new gadget launch,tech,-0.1557610517148746
user_2,2010-11-18,What a match!,sports,-0.1557610517148746
user_2,2010-07-19,What a match!,sports,-0.1557610517148746
user_2,2010-09-25,new gadget launch,tech,-0.1557610517148746
user_2,2010-11-06,trying a new recipe,food,-0.1557610517148746
user_2,2010-10-20,airport delays,travel,-0.1557610517148746
user_2,2010-07-11,What a match!,sports,-0.1557610517148746
user_2,2010-10-28,new gadget launch,tech,-0.1557610517148746
user_2,2010-10-22,actor performance was superb,movies,-0.1557610517148746
user_2,2010-09-04,training session was tough,sports,-0.1557610517148746
user_2,2010-05-23,training session was tough,sports,-0.1557610517148746
user_2,2010-04-16,playlist on repeat,music,-0.1557610517148746
user_2,2010-02-10,best pizza in town,food,-0.1557610517148746
user_2,2010-10-25,album release,music,-0.1557610517148746
user_2,2010-02-10,album release,music,-0.1557610517148746
user_2,2010-10-22,airport delays,travel,-0.1557610517148746
user_2,2010-08-14,album release,music,-0.1557610517148746
user_2,2010-10-06,AI models are advancing,tech,-0.1557610517148746
user_2,2010-09-29,beach sunsets,travel,-0.1557610517148746
user_2,2010-05-22,playlist on repeat,music,-0.1557610517148746
user_2,2010-02-09,Incredible goal today,sports,-0.1557610517148746
user_2,2010-05-13,Incredible goal today,sports,-0.1557610517148746
user_2,2010-04-28,training session was tough,sports,-0.1557610517148746
user_2,2010-10-13,training session was tough,sports,-0.1557610517148746
user_2,2010-05-04,restaurant had long queues,food,-0.1557610517148746
user_2,2010-03-21,training session was tough,sports,-0.1557610517148746
user_2,2010-02-02,What a match!,sports,-0.1557610517148746
user_2,2010-02-15,beach sunsets,travel,-0.1557610517148746
user_2,2010-06-11,airport delays,travel,-0.1557610517148746
user_2,2010-11-09,training session was tough,sports,-0.1557610517148746
user_2,2010-10-06,album release,music,-0.1557610517148746
user_2,2010-12-14,trying a new recipe,food,-0.1557610517148746
user_2,2010-03-17,Incredible goal today,sports,-0.1557610517148746
user_2,2010-01-03,playlist on repeat,music,-0.1557610517148746
user_2,2010-02-17,What a match!,sports,-0.1557610517148746
user_2,2010-09-13,What a match!,sports,-0.1557610517148746
user_2,2010-04-20,playlist on repeat,music,-0.1557610517148746
user_2,2010-09-22,What a match!,sports,-0.1557610517148746
user_2,2010-04-08,best pizza in town,food,-0.1557610517148746
user_2,2010-05-10,training session was tough,sports,-0.1557610517148746
user_2,2010-05-01,AI models are advancing,tech,-0.1557610517148746
user_2,2010-05-20,What a match!,sports,-0.1557610517148746
user_2,2010-11-22,playlist on repeat,music,-0.1557610517148746
user_2,2010-02-20,training session was tough,sports,-0.1557610517148746
user_2,2010-01-31,Incredible goal today,sports,-0.1557610517148746
user_3,2010-08-04,mental health matters,health,0.17886152143308845
user_3,2010-03-23,policy debate heats up,politics,0.17886152143308845
user_3,2010-08-10,airport delays,travel,0.17886152143308845
user_3,2010-03-06,Loved the cinematography,movies,0.17886152143308845
user_3,2010-10-30,best pizza in town,food,0.17886152143308845
user_3,2010-04-08,beach sunsets,travel,0.17886152143308845
user_3,2010-10-29,airport delays,travel,0.17886152143308845
user_3,2010-07-25,mental health matters,health,0.17886152143308845
user_3,2010-04-08,beach sunsets,travel,0.17886152143308845
user_3,2010-03-11,morning run,health,0.17886152143308845
user_3,2010-07-21,Loved the cinematography,movies,0.17886152143308845
user_3,2010-02-04,trying a new recipe,food,0.17886152143308845
user_3,2010-02-23,policy debate heats up,politics,0.17886152143308845
user_3,2010-01-19,airport delays,travel,0.17886152143308845
user_3,2010-05-17,doctor appointment,health,0.17886152143308845
user_3,2010-01-23,airport delays,travel,0.17886152143308845
user_3,2010-01-24,mental health matters,health,0.17886152143308845
user_3,2010-02-24,best pizza in town,food,0.17886152143308845
user_3,2010-12-13,airport delays,travel,0.17886152143308845
user_3,2010-02-24,beach sunsets,travel,0.17886152143308845
user_3,2010-10-03,airport delays,travel,0.17886152143308845
user_3,2010-11-14,doctor appointment,health,0.17886152143308845
user_3,2010-09-10,beach sunsets,travel,0.17886152143308845
user_3,2010-01-26,booking my next trip,travel,0.17886152143308845
user_3,2010-04-18,airport delays,travel,0.17886152143308845
user_3,2010-01-25,policy debate heats up,politics,0.17886152143308845
user_3,2010-02-03,doctor appointment,health,0.17886152143308845
user_3,2010-07-08,doctor appointment,health,0.17886152143308845
user_3,2010-04-09,discussing reform,politics,0.17886152143308845
user_3,2010-03-04,booking my next trip,travel,0.17886152143308845
user_3,2010-10-25,discussing reform,politics,0.17886152143308845
user_3,2010-04-24,discussing reform,politics,0.17886152143308845
user_3,2010-06-19,mental health matters,health,0.17886152143308845
user_3,2010-01-31,best pizza in town,food,0.17886152143308845
user_3,2010-01-05,doctor appointment,health,0.17886152143308845
user_3,2010-09-12,mental health matters,health,0.17886152143308845
user_3,2010-01-16,morning run,health,0.17886152143308845
user_3,2010-04-11,morning run,health,0.17886152143308845
user_3,2010-05-24,restaurant had long queues,food,0.17886152143308845
user_3,2010-10-05,airport delays,travel,0.17886152143308845
user_3,2010-07-25,morning run,health,0.17886152143308845
user_3,2010-01-18,restaurant had long queues,food,0.17886152143308845
user_3,2010-02-27,That plot twist was insane,movies,0.17886152143308845
user_3,2010-08-02,doctor appointment,health,0.17886152143308845
user_3,2010-09-19,election rallies are crowded,politics,0.17886152143308845
user_4,2010-08-23,restaurant had long queues,food,0.12214962065310217
user_4,2010-09-14,training session was tough,sports,0.12214962065310217
user_4,2010-09-04,playlist on repeat,music,0.12214962065310217
user_4,2010-06-16,beach sunsets,travel,0.12214962065310217
user_4,2010-04-10,concert vibes,music,0.12214962065310217
user_4,2010-04-08,AI models are advancing,tech,0.12214962065310217
user_4,2010-10-28,new gadget launch,tech,0.12214962065310217
user_4,2010-04-09,trying a new recipe,food,0.12214962065310217
user_4,2010-03-21,doctor appointment,health,0.12214962065310217
user_4,2010-11-04,best pizza in town,food,0.12214962065310217
user_4,2010-08-12,training session was tough,sports,0.12214962065310217
user_4,2010-08-29,mental health matters,health,0.12214962065310217
user_4,2010-08-06,doctor appointment,health,0.12214962065310217
user_4,2010-10-31,new gadget launch,tech,0.12214962065310217
user_4,2010-09-05,doctor appointment,health,0.12214962065310217
user_4,2010-07-22,bug fixed in release,tech,0.12214962065310217
user_4,2010-10-22,mental health matters,health,0.12214962065310217
user_4,2010-04-22,mental health matters,health,0.12214962065310217
user_4,2010-12-03,restaurant had long queues,food,0.12214962065310217
user_4,2010-02-13,mental health matters,health,0.12214962065310217
user_4,2010-05-04,What a match!,sports,0.12214962065310217
user_4,2010-11-05,doctor appointment,health,0.12214962065310217
user_4,2010-10-03,playlist on repeat,music,0.12214962065310217
user_4,2010-02-05,What a match!,sports,0.12214962065310217
user_4,2010-03-06,What a match!,sports,0.12214962065310217
user_4,2010-06-19,morning run,health,0.12214962065310217
user_4,2010-11-06,morning run,health,0.12214962065310217
user_4,2010-07-07,doctor appointment,health,0.12214962065310217
user_4,2010-10-09,restaurant had long queues,food,0.12214962065310217
user_4,2010-05-27,album release,music,0.12214962065310217
user_4,2010-04-17,morning run,health,0.12214962065310217
user_4,2010-02-17,policy debate heats up,politics,0.12214962065310217
user_4,2010-11-23,album release,music,0.12214962065310217
user_4,2010-02-14,doctor appointment,health,0.12214962065310217
user_4,2010-07-22,restaurant had long queues,food,0.12214962065310217
user_4,2010-09-16,AI models are advancing,tech,0.12214962065310217
user_4,2010-03-09,training session was tough,sports,0.12214962065310217
user_4,2010-04-20,bug fixed in release,tech,0.12214962065310217
user_4,2010-03-22,What a match!,sports,0.12214962065310217
user_4,2010-07-20,restaurant had long queues,food,0.12214962065310217
user_4,2010-08-06,trying a new recipe,food,0.12214962065310217
user_4,2010-03-28,mental health matters,health,0.12214962065310217
user_4,2010-02-10,mental health matters,health,0.12214962065310217
user_5,2010-05-21,beach sunsets,travel,-0.44674020532386494
user_5,2010-11-09,beach sunsets,travel,-0.44674020532386494
user_5,2010-01-26,Incredible goal today,sports,-0.44674020532386494
user_5,2010-05-26,new gadget launch,tech,-0.44674020532386494
user_5,2010-07-05,restaurant had long queues,food,-0.44674020532386494
user_5,2010-05-22,actor performance was superb,movies,-0.44674020532386494
user_5,2010-08-22,album release,music,-0.44674020532386494
user_5,2010-11-07,discussing reform,politics,-0.44674020532386494
user_5,2010-11-23,best pizza in town,food,-0.44674020532386494
user_5,2010-10-13,What a match!,sports,-0.44674020532386494
user_5,2010-04-22,airport delays,travel,-0.44674020532386494
user_5,2010-09-03,Incredible goal today,sports,-0.44674020532386494
user_5,2010-04-15,policy debate heats up,politics,-0.44674020532386494
user_5,2010-09-08,bug fixed in release,tech,-0.44674020532386494
user_5,2010-05-25,What a match!,sports,-0.44674020532386494
user_5,2010-10-09,trying a new recipe,food,-0.44674020532386494
user_5,2010-03-28,AI models are advancing,tech,-0.44674020532386494
user_5,2010-03-22,bug fixed in release,tech,-0.44674020532386494
user_5,2010-06-14,airport delays,travel,-0.44674020532386494
user_5,2010-02-10,morning run,health,-0.44674020532386494
user_5,2010-08-24,restaurant had long queues,food,-0.44674020532386494
user_5,2010-10-24,Incredible goal today,sports,-0.44674020532386494
user_5,2010-12-20,beach sunsets,travel,-0.44674020532386494
user_5,2010-09-24,morning run,health,-0.44674020532386494
user_5,2010-02-06,discussing reform,politics,-0.44674020532386494
user_5,2010-03-21,best pizza in town,food,-0.44674020532386494
user_5,2010-06-13,discussing reform,politics,-0.44674020532386494
user_5,2010-02-27,restaurant had long queues,food,-0.44674020532386494
user_5,2010-08-01,Incredible goal today,sports,-0.44674020532386494
user_5,2010-09-10,restaurant had long queues,food,-0.44674020532386494
user_5,2010-07-01,concert vibes,music,-0.44674020532386494
user_5,2010-03-27,discussing reform,politics,-0.44674020532386494
user_5,2010-05-12,Loved the cinematography,movies,-0.44674020532386494
user_5,2010-08-07,doctor appointment,health,-0.44674020532386494
user_5,2010-05-16,best pizza in town,food,-0.44674020532386494
user_5,2010-10-28,election rallies are crowded,politics,-0.44674020532386494
user_5,2010-01-23,trying a new recipe,food,-0.44674020532386494
user_5,2010-02-19,That plot twist was insane,movies,-0.44674020532386494
user_5,2010-08-10,bug fixed in release,tech,-0.44674020532386494
user_5,2010-01-07,airport delays,travel,-0.44674020532386494
user_5,2010-03-18,airport delays,travel,-0.44674020532386494
user_5,2010-11-20,Loved the cinematography,movies,-0.44674020532386494
user_5,2010-05-13,trying a new recipe,food,-0.44674020532386494
user_5,2010-05-27,Loved the cinematography,movies,-0.44674020532386494
user_5,2010-07-23,booking my next trip,travel,-0.44674020532386494
user_5,2010-02-25,election rallies are crowded,politics,-0.44674020532386494
user_5,2010-09-06,What a match!,sports,-0.44674020532386494
user_5,2010-05-01,Incredible goal today,sports,-0.44674020532386494
user_5,2010-11-16,Incredible goal today,sports,-0.44674020532386494
user_5,2010-06-13,concert vibes,music,-0.44674020532386494
user_5,2010-07-23,AI models are advancing,tech,-0.44674020532386494
user_5,2010-08-19,That plot twist was insane,movies,-0.44674020532386494
user_5,2010-04-26,training session was tough,sports,-0.44674020532386494
user_5,2010-09-29,discussing reform,politics,-0.44674020532386494
user_5,2010-11-15,Incredible goal today,sports,-0.44674020532386494
user_5,2010-07-22,airport delays,travel,-0.44674020532386494
user_6,2010-09-28,airport delays,travel,0.1104363828775114
user_6,2010-11-24,bug fixed in release,tech,0.1104363828775114
user_6,2010-06-22,Loved the cinematography,movies,0.1104363828775114
user_6,2010-08-09,AI models are advancing,tech,0.1104363828775114
user_6,2010-09-22,That plot twist was insane,movies,0.1104363828775114
user_6,2010-03-25,AI models are advancing,tech,0.1104363828775114
user_6,2010-01-12,actor performance was superb,movies,0.1104363828775114
user_6,2010-09-24,Loved the cinematography,movies,0.1104363828775114
user_6,2010-10-24,What a match!,sports,0.1104363828775114
user_6,2010-04-25,discussing reform,politics,0.1104363828775114
user_6,2010-04-28,airport delays,travel,0.1104363828775114
user_6,2010-01-08,Incredible goal today,sports,0.1104363828775114
user_6,2010-07-16,concert vibes,music,0.1104363828775114
user_6,2010-12-07,new gadget launch,tech,0.1104363828775114
user_6,2010-02-08,booking my next trip,travel,0.1104363828775114
user_6,2010-01-02,Loved the cinematography,movies,0.1104363828775114
user_6,2010-06-11,Incredible goal today,sports,0.1104363828775114
user_6,2010-07-04,bug fixed in release,tech,0.1104363828775114
user_6,2010-07-17,beach sunsets,travel,0.1104363828775114
user_6,2010-07-08,That plot twist was insane,movies,0.1104363828775114
user_6,2010-09-29,actor performance was superb,movies,0.1104363828775114
user_6,2010-09-19,AI models are advancing,tech,0.1104363828775114
user_6,2010-02-22,That plot twist was insane,movies,0.1104363828775114
user_6,2010-11-28,AI models are advancing,tech,0.1104363828775114
user_6,2010-01-20,restaurant had long queues,food,0.1104363828775114
user_6,2010-07-11,new gadget launch,tech,0.1104363828775114
user_6,2010-08-05,bug fixed in release,tech,0.1104363828775114
user_6,2010-05-13,Loved the cinematography,movies,0.1104363828775114
user_6,2010-04-19,Loved the cinematography,movies,0.1104363828775114
user_6,2010-07-02,bug fixed in release,tech,0.1104363828775114
user_6,2010-12-02,new gadget launch,tech,0.1104363828775114
user_6,2010-11-19,What a match!,sports,0.1104363828775114
user_6,2010-02-27,mental health matters,health,0.1104363828775114
user_6,2010-06-26,actor performance was superb,movies,0.1104363828775114
user_7,2010-05-13,doctor appointment,health,0.0771809413056452
user_7,2010-09-02,election rallies are crowded,politics,0.0771809413056452
user_7,2010-10-28,mental health matters,health,0.0771809413056452
user_7,2010-09-11,discussing reform,politics,0.0771809413056452
user_7,2010-12-05,morning run,health,0.0771809413056452
user_7,2010-08-03,beach sunsets,travel,0.0771809413056452
user_7,2010-01-21,airport delays,travel,0.0771809413056452
user_7,2010-02-25,mental health matters,health,0.0771809413056452
user_7,2010-09-19,bug fixed in release,tech,0.0771809413056452
user_7,2010-02-04,discussing reform,politics,0.0771809413056452
user_7,2010-03-03,airport delays,travel,0.0771809413056452
user_7,2010-03-04,concert vibes,music,0.0771809413056452
user_7,2010-07-02,AI models are advancing,tech,0.0771809413056452
user_7,2010-02-14,concert vibes,music,0.0771809413056452
user_7,2010-05-14,airport delays,travel,0.0771809413056452
user_7,2010-03-18,policy debate heats up,politics,0.0771809413056452
user_7,2010-08-16,discussing reform,politics,0.0771809413056452
user_7,2010-12-24,bug fixed in release,tech,0.0771809413056452
user_7,2010-04-24,election rallies are crowded,politics,0.0771809413056452
user_7,2010-02-24,beach sunsets,travel,0.0771809413056452
user_7,2010-04-03,policy debate heats up,politics,0.0771809413056452
user_7,2010-06-08,discussing reform,politics,0.0771809413056452
user_7,2010-02-03,doctor appointment,health,0.0771809413056452
user_7,2010-11-21,bug fixed in release,tech,0.0771809413056452
user_7,2010-03-14,bug fixed in release,tech,0.0771809413056452
user_7,2010-11-12,airport delays,travel,0.0771809413056452
user_7,2010-04-07,election rallies are crowded,politics,0.0771809413056452
user_7,2010-04-10,bug fixed in release,tech,0.0771809413056452
user_7,2010-05-22,beach sunsets,travel,0.0771809413056452
user_7,2010-12-23,discussing reform,politics,0.0771809413056452
user_7,2010-08-14,airport delays,travel,0.0771809413056452
user_7,2010-10-25,election rallies are crowded,politics,0.0771809413056452
user_7,2010-08-07,concert vibes,music,0.0771809413056452
user_7,2010-12-22,restaurant had long queues,food,0.0771809413056452
user_7,2010-01-17,airport delays,travel,0.0771809413056452
user_7,2010-05-05,policy debate heats up,politics,0.0771809413056452
user_7,2010-11-20,booking my next trip,travel,0.0771809413056452
user_7,2010-10-02,discussing reform,politics,0.0771809413056452
user_7,2010-08-16,booking my next trip,travel,0.0771809413056452
user_7,2010-01-14,election rallies are crowded,politics,0.0771809413056452
user_7,2010-01-18,airport delays,travel,0.0771809413056452
user_7,2010-03-26,booking my next trip,travel,0.0771809413056452
user_7,2010-02-04,discussing reform,politics,0.0771809413056452
user_8,2010-08-23,Incredible goal today,sports,-0.2123888948035067
user_8,2010-04-27,What a match!,sports,-0.2123888948035067
user_8,2010-05-08,training session was tough,sports,-0.2123888948035067
user_8,2010-08-12,What a match!,sports,-0.2123888948035067
user_8,2010-02-04,That plot twist was insane,movies,-0.2123888948035067
user_8,2010-06-11,playlist on repeat,music,-0.2123888948035067
user_8,2010-09-22,AI models are advancing,tech,-0.2123888948035067
user_8,2010-10-19,What a match!,sports,-0.2123888948035067
user_8,2010-07-08,trying a new recipe,food,-0.2123888948035067
user_8,2010-10-28,That plot twist was insane,movies,-0.2123888948035067
user_8,2010-03-18,Incredible goal today,sports,-0.2123888948035067
user_8,2010-06-06,What a match!,sports,-0.2123888948035067
user_8,2010-01-01,That plot twist was insane,movies,-0.2123888948035067
user_8,2010-08-21,Incredible goal today,sports,-0.2123888948035067
